2018-12-08,495,509
2018-12-09,378,364
2018-12-10,454,390
2018-12-11,456,408
2018-12-12,452,422
2018-12-13,460,448
2018-12-14,486,500
2018-12-15,445,450
2018-12-16,376,362
2018-12-17,454,421
2018-12-18,441,405
2018-12-19,459,455
2018-12-20,463,488
2018-12-21,474,534
2018-12-22,455,499
2018-12-23,358,361
2018-12-24,390,373
2018-12-25,169,78
2018-12-26,344,355
2018-12-27,420,436
2018-12-28,426,450
2018-12-29,412,432
2018-12-30,337,341
2018-12-31,383,398
